	A	Eb	Ebuo	Es	R0	V	asph	b	c	dimA	dimEbuo	dimEs	entropy	geo	ico	r0	sFace	sVert	tag
58	7.380687137200021	215.57286278071027	2.4983504961272858	0.00024030683791467924	0.75	1.7647731197494163	0.001981286834245848	0.012	0.0	5.054026826464733	1.1714799474100093	0.00016455340577739856	0.2616701021684644	<geo_obj.Geo instance at 0x7f15374287a0>	1	0.04	0.0096043	1.03119038	_i1_R0.75_b0.012
59	3.2147314970999936	98.36971098140731	0.499970047024628	0.0013470653521092646	0.5	0.5232898096642215	0.0011782407348540221	0.01	0.0	4.950508991537333	1.1856439330077642	0.0020744062587563254	0.20974718943597695	<geo_obj.Geo instance at 0x7f153742e248>	5	0.04	0.01200236	1.02719362	_i5_R0.5_b0.01
60	3.280305394899997	215.5728634660135	0.493501332922512	0.00015204357897994128	0.5	0.5228957392905709	0.0019812868342457975	0.03	0.0	5.054026826691843	1.1714799479353966	0.00023425633728663538	0.6298473489400568	<geo_obj.Geo instance at 0x7f15b829c9e0>	1	0.04	0.03601613	0.98717067	_i1_R0.5_b0.03
61	13.12122158500002	215.57286260104635	7.896021319786214	0.0004574460421465087	1.0	4.183165915855777	0.0019812868342457975	0.005	0.0	5.0540268275385065	1.171479946328968	0.0001761988816500702	0.11190602996433334	<geo_obj.Geo instance at 0x7f15b829ce60>	1	0.04	0.00300134	1.04219531	_i1_R1.0_b0.005
62	7.380687137200021	215.57286278071027	2.4983504961272858	0.0002383389544606314	0.75	1.7647731197494163	0.001981286834245848	0.015	0.0	5.054026826464733	1.1714799474100093	0.00016320587057054966	0.32708762771058053	<geo_obj.Geo instance at 0x7f15981fb758>	1	0.04	0.01200538	1.02718859	_i1_R0.75_b0.015
63	7.380687137200021	215.57286278071027	2.4983504961272858	0.00023861826153575362	0.75	1.7647731197494163	0.001981286834245848	0.018	0.0	5.054026826464733	1.1714799474100093	0.0001633971299240825	0.39250515325269664	<geo_obj.Geo instance at 0x7f1546c5a368>	1	0.04	0.01440645	1.0231868	_i1_R0.75_b0.018
64	3.141656823699989	50.878586596750274	0.5236566494580142	0.008732252706035622	0.5	0.5236492881894261	8.829999682086838e-09	0.05	0.0	4.835763636256422	1.2406785275092678	0.01344103206304918	1.0475862708346761	<geo_obj.Geo instance at 0x7f15d88feea8>	12	0.04	0.05999807	0.94720077	_i12_R0.5_b0.05
65	3.141656823699989	50.878586596750274	0.5236566494580142	0.008057481675723786	0.5	0.5236492881894261	8.829999682086838e-09	0.6	0.0	4.835763636256422	1.2406785275092678	0.012402397548112468	12.571035250016111	<geo_obj.Geo instance at 0x7f1565873680>	12	0.04	0.71997688	-0.15276386	_i12_R0.5_b0.6
66	7.068727860199967	50.87858665938653	2.6510117998938076	0.011599483531177433	0.75	1.7673163493580553	8.829999682086828e-09	0.8	0.0	4.835763637824415	1.2406785315224207	0.007935283658808754	17.410124507105955	<geo_obj.Geo instance at 0x7f154d20bb00>	12	0.04	0.63997945	-0.01943482	_i12_R0.75_b0.8
67	0.8036828693999982	98.36970874887902	0.031248128114397075	0.00023227244471950816	0.25	0.06541122578623036	0.0011782407348540221	0.02	0.0	4.950508982790295	1.1856439498553428	0.0014307469622900362	0.39176849152823956	<geo_obj.Geo instance at 0x7f1449de7560>	5	0.04	0.04800945	0.96718181	_i5_R0.25_b0.02
68	7.068727860199967	50.87858665938653	2.6510117998938076	0.005281298919929098	0.75	1.7673163493580553	8.829999682086828e-09	0.65	0.0	4.835763637824415	1.2406785315224207	0.00361297163825911	14.145726162023587	<geo_obj.Geo instance at 0x7f14f655e2d8>	12	0.04	0.5199833	0.18055875	_i12_R0.75_b0.65
69	13.12122158500002	215.57286260104635	7.896021319786214	0.0011904403810476948	1.0	4.183165915855777	0.0019812868342457975	0.1	0.0	5.0540268275385065	1.171479946328968	0.0004585333448890309	2.238120599286667	<geo_obj.Geo instance at 0x7f156c1b6710>	1	0.04	0.06002688	0.94715275	_i1_R1.0_b0.1
70	7.380687137200021	215.57286278071027	2.4983504961272858	0.00024005243349409745	0.75	1.7647731197494163	0.001981286834245848	0.02	0.0	5.054026826464733	1.1714799474100093	0.0001643791988583827	0.43611683694744074	<geo_obj.Geo instance at 0x7f156c1b0f38>	1	0.04	0.01600717	1.02051894	_i1_R0.75_b0.02
71	0.7854142032999979	50.878586425380966	0.03272854015590382	0.00045575398985076406	0.25	0.06545616080489232	8.829999682086838e-09	0.2	0.0	4.835763630870037	1.2406785165400611	0.002806058967974157	3.9130862104462896	<geo_obj.Geo instance at 0x7f14fccc3248>	12	0.04	0.47998458	0.24722328	_i12_R0.25_b0.2
72	52.48488631989996	215.57286268356538	126.33634101717469	0.003863405590248757	2.0	33.46532731463079	0.0019812868342457975	0.175	0.0	5.054026826832838	1.1714799459773644	0.0003720262510819208	4.159312561880627	<geo_obj.Geo instance at 0x7f14eacb3a70>	1	0.04	0.05252352	0.95965835	_i1_R2.0_b0.175
73	12.858926022399974	98.36971128548124	7.999520807875845	0.006121114667817503	1.0	4.186318488389134	0.0011782407348540221	0.0	0.0	4.950508995895457	1.1856439370486302	0.0023565446426203587	0.0	<geo_obj.Geo instance at 0x7f151c4e5ab8>	5	0.04	0.0	1.04719755	_i5_R1.0_b0.0
74	3.141656823699989	50.878586596750274	0.5236566494580142	0.0023493819500035712	0.5	0.5236492881894261	8.829999682086838e-09	0.23	0.0	4.835763636256422	1.2406785275092678	0.0036162625133971007	4.81889684583951	<geo_obj.Geo instance at 0x7f153fe563b0>	12	0.04	0.27599114	0.58721234	_i12_R0.5_b0.23
75	0.7854142032999979	50.878586425380966	0.03272854015590382	0.0034892681210594093	0.25	0.06545616080489232	8.829999682086838e-09	0.35	0.0	4.835763630870037	1.2406785165400611	0.02148328335199253	6.847900868281005	<geo_obj.Geo instance at 0x7f152583d098>	12	0.04	0.83997302	-0.35275743	_i12_R0.25_b0.35
76	0.8200763487000023	215.57286121753677	0.03084383330541549	2.8855909541398846e-05	0.25	0.06536196742095314	0.0019812868342457975	0.001	0.0	5.054026826041281	1.1714799476200881	0.00017783532123958435	0.019608617270184855	<geo_obj.Geo instance at 0x7f15986bf908>	1	0.04	0.00240108	1.04319576	_i1_R0.25_b0.001
77	51.435704058599775	98.36971119106072	127.99233280291708	0.06278313801783747	2.0	33.49054788633787	0.0011782407348540221	1.047	0.0	4.950508994959102	1.1856439368889933	0.00604266034999666	24.86343112826916	<geo_obj.Geo instance at 0x7f154f2fc488>	5	0.04	0.31416182	0.52359454	_i5_R2.0_b1.047
78	12.858926022399974	98.36971128548124	7.999520807875845	0.004185951096712004	1.0	4.186318488389134	0.0011782407348540221	0.06	0.0	4.950508995895457	1.1856439370486302	0.0016115333834686445	1.3416607984416995	<geo_obj.Geo instance at 0x7f150158f8c0>	5	0.04	0.03600709	0.98718574	_i5_R1.0_b0.06
79	50.266509183800146	50.87858662017699	134.05610268135874	0.02281467014944912	2.0	33.513554447184184	8.829999682086838e-09	1.25	0.0	4.835763636404541	1.2406785312462383	0.002194828208218328	29.655392673781023	<geo_obj.Geo instance at 0x7f153ec55d88>	12	0.04	0.37498796	0.42221765	_i12_R2.0_b1.25
80	51.435704058599775	98.36971119106072	127.99233280291708	0.017814500687475903	2.0	33.49054788633787	0.0011782407348540221	0.1	0.0	4.950508994959102	1.1856439368889933	0.0017145842077631584	2.3747307667878856	<geo_obj.Geo instance at 0x7f14e176ccb0>	5	0.04	0.0300059	0.99718771	_i5_R2.0_b0.1
81	50.266509183800146	50.87858662017699	134.05610268135874	0.025164358225120857	2.0	33.513554447184184	8.829999682086838e-09	1.15	0.0	4.835763636404541	1.2406785312462383	0.002420874065345177	27.28296125987854	<geo_obj.Geo instance at 0x7f1556c436c8>	12	0.04	0.34498892	0.47221604	_i12_R2.0_b1.15
82	52.48488631989996	215.57286268356538	126.33634101717469	0.0016942239206824883	2.0	33.46532731463079	0.0019812868342457975	0.045	0.0	5.054026826832838	1.1714799459773644	0.00016314512131361186	1.0695375159121614	<geo_obj.Geo instance at 0x7f1556c44998>	1	0.04	0.01350605	1.02468747	_i1_R2.0_b0.045
83	3.141656823699989	50.878586596750274	0.5236566494580142	0.0016072667020101997	0.5	0.5236492881894261	8.829999682086838e-09	0.38	0.0	4.835763636256422	1.2406785275092678	0.0024739690894032954	7.961655658343537	<geo_obj.Geo instance at 0x7f156c00a878>	12	0.04	0.45598536	0.28722199	_i12_R0.5_b0.38
84	3.141656823699989	50.878586596750274	0.5236566494580142	0.004447002990802371	0.5	0.5236492881894261	8.829999682086838e-09	0.15	0.0	4.835763636256422	1.2406785275092678	0.006845004581983343	3.1427588125040278	<geo_obj.Geo instance at 0x7f151d077170>	12	0.04	0.17999422	0.7472072	_i12_R0.5_b0.15
